PassengerId,Sex,Age,SibSp,Parch,Fare,Cabin,genTitle,is_alone,Pclass_1,Pclass_2,Pclass_3,age_group_adult,age_group_child,age_group_elderly,age_group_infant,age_group_middleAged,age_group_senior,age_group_teenager,age_group_toddler,age_group_youngAdult,Embarked_C,Embarked_Q,Embarked_S,FamilySize_1,FamilySize_2,FamilySize_3,FamilySize_4,FamilySize_5,FamilySize_6,FamilySize_7,FamilySize_8,FamilySize_11,normFare,Survived
164,0,17.0,0,0,8.6625,U,Mr,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.2682524139135403,0
165,0,1.0,4,1,39.6875,U,Master,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.705920919968788,0
166,0,9.0,0,2,20.525,U,Master,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.0692150503137943,1
167,1,45.0,0,1,55.0,E,Mrs,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4.02535169073515,1
168,1,45.0,1,4,27.9,U,Mrs,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.3638415951183864,0
169,0,41.5,0,0,25.925,U,Mr,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.2930552230424524,0
170,0,28.0,0,0,56.4958,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.05171190165724,0
171,0,61.0,0,0,33.5,B,Mr,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.5409593240373143,0
172,0,4.0,4,1,29.125,U,Master,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3.405355391810819,0
173,1,1.0,1,1,11.1333,U,Miss,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2.495953738718064,1
174,0,21.0,0,0,7.925,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.188856327665703,0
175,0,56.0,0,0,30.6958,A,Mr,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.4561841799918147,0
176,0,18.0,1,1,7.8542,U,Mr,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2.180891922715322,0
177,0,6.0,3,1,25.4667,U,Master,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.275887339030031,0
178,1,50.0,0,0,28.7125,C,Miss,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.391567832686312,0
179,0,30.0,0,0,13.0,U,Mr,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.6390573296152584,0
180,0,36.0,0,0,0.0,U,Mr,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0
181,1,18.0,8,2,69.55,U,Miss,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.256321678298823,0
182,0,30.0,0,0,15.05,U,Mr,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2.775708849576025,0
183,0,9.0,4,2,31.3875,U,Master,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.4777725458882283,0
184,0,1.0,2,1,39.0,F,Master,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3.6888794541139363,1
185,1,4.0,0,2,22.025,U,Miss,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3.1365805821413706,1
186,0,41.5,0,0,50.0,A,Mr,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.9318256327243257,0
187,1,31.0,1,0,15.5,U,Mrs,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2.803360380906535,1
188,0,45.0,0,0,26.55,U,Mr,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.3160025355989236,1
189,0,40.0,1,1,15.5,U,Mr,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2.803360380906535,0
190,0,36.0,0,0,7.8958,U,Mr,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.1855792552411137,0
191,1,32.0,0,0,13.0,U,Mrs,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.6390573296152584,1
192,0,19.0,0,0,13.0,U,Mr,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.6390573296152584,0
193,1,19.0,1,0,7.8542,U,Miss,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2.180891922715322,1
194,0,3.0,1,1,26.0,F,Master,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3.295836866004329,1
195,1,44.0,0,0,27.7208,B,Mrs,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.357621598945279,1
196,1,58.0,0,0,146.5208,B,Miss,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.993969182787072,1
197,0,26.0,0,0,7.75,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2.169053700369523,0
198,0,42.0,0,1,8.4042,U,Mr,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.2411563979973974,0
199,1,18.0,0,0,7.75,U,Miss,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.169053700369523,1
200,1,24.0,0,0,13.0,U,Miss,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.6390573296152584,0
201,0,28.0,0,0,9.5,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.3513752571634776,0
202,0,26.0,8,2,69.55,U,Mr,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4.256321678298823,0
203,0,34.0,0,0,6.4958,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.0143428636837015,0
204,0,45.5,0,0,7.225,U,Mr,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2.1071782966514356,0
205,0,18.0,0,0,8.05,U,Mr,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.2027647577118348,1
206,1,2.0,0,1,10.4625,G,Miss,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2.4390808375825834,0
207,0,32.0,1,0,15.85,U,Mr,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2.8243506567983707,0
208,0,26.0,0,0,18.7875,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2.9850504252071306,1
209,1,16.0,0,0,7.75,U,Miss,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.169053700369523,1
210,0,40.0,0,0,31.0,A,Mr,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.4657359027997265,1
211,0,24.0,0,0,7.05,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.0856720914304723,0
212,1,35.0,0,0,21.0,U,Miss,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3.091042453358316,1
213,0,22.0,0,0,7.25,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.1102132003465894,0
214,0,30.0,0,0,13.0,U,Mr,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.6390573296152584,0
215,0,26.0,1,0,7.75,U,Mr,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2.169053700369523,0
216,1,31.0,1,0,113.275,D,Miss,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,4.738607824217808,1
217,1,27.0,0,0,7.925,U,Miss,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.188856327665703,1
218,0,42.0,1,0,27.0,U,Mr,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.332204510175204,0
219,1,32.0,0,0,76.2917,D,Miss,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4.347586575960343,1
220,0,30.0,0,0,10.5,U,Mr,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.4423470353692043,0
221,0,16.0,0,0,8.05,U,Mr,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.2027647577118348,1
222,0,27.0,0,0,13.0,U,Mr,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.6390573296152584,0
223,0,51.0,0,0,8.05,U,Mr,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.2027647577118348,0
224,0,26.0,0,0,7.8958,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.1855792552411137,0
225,0,38.0,1,0,90.0,C,Mr,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4.51085950651685,1
226,0,22.0,0,0,9.35,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.336986519711378,0
227,0,19.0,0,0,10.5,U,Mr,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.4423470353692043,1
228,0,20.5,0,0,7.25,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.1102132003465894,0
229,0,18.0,0,0,13.0,U,Mr,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.6390573296152584,0
230,1,18.0,3,1,25.4667,U,Miss,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.275887339030031,0
231,1,35.0,1,0,83.475,C,Mrs,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,4.436455632600354,1
232,0,29.0,0,0,7.775,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.1719067693519296,0
233,0,59.0,0,0,13.5,U,Mr,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.6741486494265287,0
234,1,5.0,4,2,31.3875,U,Miss,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.4777725458882283,1
235,0,24.0,0,0,10.5,U,Mr,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.4423470353692043,0
236,1,18.0,0,0,7.55,U,Miss,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.145931282948669,0
237,0,44.0,1,0,26.0,U,Mr,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.295836866004329,0
238,1,8.0,0,2,26.25,U,Miss,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.305053521109253,1
239,0,19.0,0,0,10.5,U,Mr,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.4423470353692043,0
240,0,33.0,0,0,12.275,U,Mr,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.5858825671280026,0
241,1,18.0,1,0,14.4542,U,Miss,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2.737880811060884,0
242,1,18.0,1,0,15.5,U,Miss,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2.803360380906535,1
243,0,29.0,0,0,10.5,U,Mr,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.4423470353692043,0
244,0,22.0,0,0,7.125,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.094945728215801,0
245,0,30.0,0,0,7.225,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2.1071782966514356,0
246,0,44.0,2,0,90.0,C,Officer,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4.51085950651685,0
247,1,25.0,0,0,7.775,U,Miss,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.1719067693519296,0
248,1,24.0,0,2,14.5,U,Mrs,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2.740840023925201,1
249,0,37.0,1,1,52.5542,D,Mr,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.9806942251907276,1
250,0,54.0,1,0,26.0,U,Officer,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.295836866004329,0
251,0,26.0,0,0,7.25,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.1102132003465894,0
252,1,29.0,1,1,10.4625,G,Mrs,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2.4390808375825834,0
253,0,62.0,0,0,26.55,C,Mr,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.3160025355989236,0
254,0,30.0,1,0,16.1,U,Mr,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2.8390784635086144,0
255,1,41.0,0,2,20.2125,U,Mrs,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.0545906305603445,0
256,1,29.0,0,2,15.2458,U,Mrs,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2.7878344138303452,1
257,1,45.0,0,0,79.2,U,Mrs,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.384523514872469,1
258,1,30.0,0,0,86.5,B,Miss,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.471638793363569,1
259,1,35.0,0,0,93.5,U,Miss,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4.548599834499697,1
260,1,50.0,0,1,26.0,U,Mrs,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.295836866004329,1
261,0,26.0,0,0,7.75,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2.169053700369523,0
262,0,3.0,4,2,31.3875,U,Master,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3.4777725458882283,1
263,0,52.0,1,1,79.65,E,Mr,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4.390118804571218,0
264,0,40.0,0,0,0.0,B,Mr,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0
265,1,18.0,0,0,7.75,U,Miss,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.169053700369523,0
266,0,36.0,0,0,10.5,U,Mr,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.4423470353692043,0
267,0,16.0,4,1,39.6875,U,Mr,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.705920919968788,0
268,0,25.0,1,0,7.775,U,Mr,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2.1719067693519296,1
269,1,58.0,0,1,153.4625,C,Mrs,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5.039951348430309,1
270,1,35.0,0,0,135.6333,C,Miss,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.91730069488021,1
271,0,41.5,0,0,31.0,U,Mr,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.4657359027997265,0
272,0,25.0,0,0,0.0,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,1
273,1,41.0,0,1,19.5,U,Mrs,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.0204248861443626,1
274,0,37.0,0,1,29.7,C,Mr,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.4242626545931514,0
275,1,18.0,0,0,7.75,U,Miss,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.169053700369523,1
276,1,63.0,1,0,77.9583,D,Miss,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4.368919865004903,1
277,1,45.0,0,0,7.75,U,Miss,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.169053700369523,0
278,0,30.0,0,0,0.0,U,Mr,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0
279,0,7.0,4,1,29.125,U,Master,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.405355391810819,0
280,1,35.0,1,1,20.25,U,Mrs,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3.056356895370426,1
281,0,65.0,0,0,7.75,U,Mr,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.169053700369523,0
282,0,28.0,0,0,7.8542,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.180891922715322,0
283,0,16.0,0,0,9.5,U,Mr,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.3513752571634776,0
284,0,19.0,0,0,8.05,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.2027647577118348,1
285,0,41.5,0,0,26.0,A,Mr,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.295836866004329,0
286,0,33.0,0,0,8.6625,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2.2682524139135403,0
287,0,30.0,0,0,9.5,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.3513752571634776,1
288,0,22.0,0,0,7.8958,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.1855792552411137,0
289,0,42.0,0,0,13.0,U,Mr,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.6390573296152584,1
290,1,22.0,0,0,7.75,U,Miss,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2.169053700369523,1
291,1,26.0,0,0,78.85,U,Miss,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.380149874661021,1
292,1,19.0,1,0,91.0792,B,Mrs,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,4.5226490762785785,1
293,0,36.0,0,0,12.875,D,Mr,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2.630088659632498,0
294,1,24.0,0,0,8.85,U,Miss,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.2874714551839976,0
295,0,24.0,0,0,7.8958,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.1855792552411137,0
296,0,41.5,0,0,27.7208,U,Mr,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.357621598945279,0
297,0,23.5,0,0,7.2292,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2.1076888046179385,0
298,1,2.0,1,2,151.55,C,Miss,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5.027492411162679,0
299,0,41.5,0,0,30.5,C,Mr,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.449987545831587,1
300,1,50.0,0,1,247.5208,B,Mrs,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5.515526544247129,1
301,1,18.0,0,0,7.75,U,Miss,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.169053700369523,1
302,0,26.0,2,0,23.25,U,Mr,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3.188416617383492,1
303,0,19.0,0,0,0.0,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0
304,1,20.0,0,0,12.35,E,Miss,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2.5915163848462583,1
305,0,26.0,0,0,8.05,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.2027647577118348,0
306,0,0.92,1,2,151.55,C,Master,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.027492411162679,1
307,1,30.0,0,0,110.8833,U,Miss,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4.717456363787216,1
308,1,17.0,1,0,108.9,C,Mrs,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4.699570861409576,1
309,0,30.0,1,0,24.0,U,Mr,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3.2188758248682006,0
310,1,30.0,0,0,56.9292,E,Miss,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4.0592215752427645,1
311,1,24.0,0,0,83.1583,C,Miss,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4.432699549165613,1
312,1,18.0,2,2,262.375,B,Miss,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.5735788721243535,1
313,1,26.0,1,1,26.0,U,Mrs,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3.295836866004329,0
314,0,28.0,0,0,7.8958,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.1855792552411137,0
315,0,43.0,1,1,26.25,U,Mr,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.305053521109253,0
316,1,26.0,0,0,7.8542,U,Miss,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.180891922715322,1
317,1,24.0,1,0,26.0,U,Mrs,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3.295836866004329,1
318,0,54.0,0,0,14.0,U,Officer,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.70805020110221,0
319,1,31.0,0,2,164.8667,C,Miss,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,5.11118445372147,1
320,1,40.0,1,1,134.5,E,Mrs,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4.908971640319756,1
321,0,22.0,0,0,7.25,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.1102132003465894,0
322,0,27.0,0,0,7.8958,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.1855792552411137,0
323,1,30.0,0,0,12.35,U,Miss,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2.5915163848462583,1
324,1,22.0,1,1,29.0,U,Mrs,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3.4011973816621555,1
325,0,26.0,8,2,69.55,U,Mr,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4.256321678298823,0
326,1,36.0,0,0,135.6333,C,Miss,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.91730069488021,1
327,0,61.0,0,0,6.2375,U,Mr,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.9792758428991135,0
328,1,36.0,0,0,13.0,D,Mrs,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.6390573296152584,1
329,1,31.0,1,1,20.525,U,Mrs,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3.0692150503137943,1
