PassengerId,Pclass,Sex,Embarked,genTitle,is_alone,small_fam,large_fam,age_group,fare_group,Survived
632,3,0,0,2,1,0,0,4,0,0
633,1,0,1,5,1,0,0,2,2,1
634,1,0,0,2,1,0,0,3,0,0
635,3,1,0,1,0,0,1,1,2,0
636,2,1,0,1,1,0,0,2,1,1
637,3,0,0,2,1,0,0,2,1,0
638,2,0,0,2,0,1,0,2,2,0
639,3,1,0,3,0,0,1,3,3,0
640,3,0,0,2,0,1,0,3,2,0
641,3,0,0,2,1,0,0,2,0,0
642,1,1,1,1,1,0,0,2,3,1
643,3,1,0,1,0,0,1,1,2,0
644,3,0,0,2,1,0,0,3,3,1
645,3,1,1,1,0,0,1,0,2,1
646,1,0,1,2,0,1,0,3,3,1
647,3,0,0,2,1,0,0,2,0,0
648,1,0,1,5,1,0,0,4,3,1
649,3,0,0,2,1,0,0,3,0,0
650,3,1,0,1,1,0,0,2,0,1
651,3,0,0,2,1,0,0,3,0,0
652,2,1,0,1,0,1,0,2,2,1
653,3,0,0,2,1,0,0,2,1,0
654,3,1,2,1,1,0,0,2,0,1
655,3,1,2,1,1,0,0,2,0,0
656,2,0,0,2,0,1,0,2,3,0
657,3,0,0,2,1,0,0,3,0,0
658,3,1,2,3,0,1,0,2,2,0
659,2,0,0,2,1,0,0,2,1,0
660,1,0,1,2,0,1,0,4,3,0
661,1,0,0,5,0,1,0,4,3,1
662,3,0,1,2,1,0,0,3,0,0
663,1,0,0,2,1,0,0,3,2,0
664,3,0,0,2,1,0,0,3,0,0
665,3,0,0,2,0,1,0,2,1,1
666,2,0,0,2,0,1,0,2,3,0
667,2,0,0,2,1,0,0,2,1,0
668,3,0,0,2,1,0,0,3,0,0
669,3,0,0,2,1,0,0,3,1,0
670,1,1,0,3,0,1,0,3,3,1
671,2,1,0,3,0,1,0,3,3,1
672,1,0,0,2,0,1,0,2,3,0
673,2,0,0,2,1,0,0,5,1,0
674,2,0,0,2,1,0,0,2,1,1
675,2,0,0,2,1,0,0,3,0,0
676,3,0,0,2,1,0,0,2,0,0
677,3,0,0,2,1,0,0,2,1,0
678,3,1,0,1,1,0,0,2,1,1
679,3,1,0,3,0,0,1,3,3,0
680,1,0,1,2,0,1,0,3,3,1
681,3,1,2,1,1,0,0,2,1,0
682,1,0,1,2,1,0,0,2,3,1
683,3,0,0,2,1,0,0,2,1,0
684,3,0,0,2,0,0,1,1,3,0
685,2,0,0,2,0,1,0,4,3,0
686,2,0,1,2,0,0,1,2,3,0
687,3,0,0,2,0,0,1,1,3,0
688,3,0,0,2,1,0,0,2,1,0
689,3,0,0,2,1,0,0,2,0,0
690,1,1,0,1,0,1,0,1,3,1
691,1,0,0,2,0,1,0,2,3,1
692,3,1,1,1,0,1,0,1,1,1
693,3,0,0,2,1,0,0,3,3,1
694,3,0,1,2,1,0,0,2,0,0
695,1,0,0,5,1,0,0,4,2,0
696,2,0,0,2,1,0,0,4,1,0
697,3,0,0,2,1,0,0,3,1,0
698,3,1,2,1,1,0,0,2,0,1
699,1,0,1,2,0,1,0,4,3,0
700,3,0,0,2,1,0,0,3,0,0
701,1,1,1,3,0,1,0,2,3,1
702,1,0,0,2,1,0,0,3,2,1
703,3,1,1,1,0,1,0,2,2,0
704,3,0,2,2,1,0,0,2,0,0
705,3,0,0,2,0,1,0,2,0,0
706,2,0,0,2,1,0,0,3,2,0
707,2,1,0,3,1,0,0,3,1,1
708,1,0,0,2,1,0,0,3,2,1
709,1,1,0,1,1,0,0,2,3,1
710,3,0,1,0,0,1,0,1,2,1
711,1,1,1,1,1,0,0,2,3,1
712,1,0,0,2,1,0,0,3,2,0
713,1,0,0,2,0,1,0,3,3,1
714,3,0,0,2,1,0,0,2,1,0
715,2,0,0,2,1,0,0,4,1,0
716,3,0,0,2,1,0,0,2,0,0
717,1,1,1,1,1,0,0,3,3,1
718,2,1,0,1,1,0,0,2,1,1
719,3,0,2,2,1,0,0,3,2,0
720,3,0,0,2,1,0,0,3,0,0
721,2,1,0,1,0,1,0,1,3,1
722,3,0,0,2,0,1,0,2,0,0
723,2,0,0,2,1,0,0,3,1,0
724,2,0,0,2,1,0,0,4,1,0
725,1,0,0,2,0,1,0,2,3,1
726,3,0,0,2,1,0,0,2,1,0
727,2,1,0,3,0,0,1,2,2,1
728,3,1,2,1,1,0,0,2,0,1
729,2,0,0,2,0,1,0,2,2,0
730,3,1,0,1,0,1,0,2,1,0
731,1,1,0,1,1,0,0,2,3,1
732,3,0,1,2,1,0,0,1,2,0
733,2,0,0,2,1,0,0,3,0,0
734,2,0,0,2,1,0,0,2,1,0
735,2,0,0,2,1,0,0,2,1,0
736,3,0,0,2,1,0,0,2,2,0
737,3,1,0,3,0,0,1,3,3,0
738,1,0,1,2,1,0,0,3,3,1
739,3,0,0,2,1,0,0,3,0,0
740,3,0,0,2,1,0,0,3,0,0
741,1,0,0,2,1,0,0,3,2,1
742,1,0,0,2,0,1,0,3,3,0
743,1,1,1,1,0,0,1,2,3,1
744,3,0,0,2,0,1,0,2,2,0
745,3,0,0,2,1,0,0,2,1,1
746,1,0,0,5,0,1,0,5,3,0
747,3,0,0,2,0,1,0,1,2,0
748,2,1,0,1,1,0,0,2,1,1
749,1,0,0,2,0,1,0,2,3,0
750,3,0,2,2,1,0,0,2,0,0
751,2,1,0,1,0,1,0,1,2,1
752,3,0,0,0,0,1,0,1,1,1
753,3,0,0,2,1,0,0,3,1,0
754,3,0,0,2,1,0,0,2,0,0
755,2,1,0,3,0,0,1,3,3,1
756,2,0,0,0,0,1,0,0,2,1
757,3,0,0,2,1,0,0,2,0,0
758,2,0,0,2,1,0,0,2,1,0
759,3,0,0,2,1,0,0,3,1,0
760,1,1,0,4,1,0,0,3,3,1
761,3,0,0,2,1,0,0,3,2,0
762,3,0,0,2,1,0,0,3,0,0
763,3,0,1,2,1,0,0,2,0,1
764,1,1,0,3,0,0,1,3,3,1
765,3,0,0,2,1,0,0,1,0,0
766,1,1,0,3,0,1,0,4,3,1
767,1,0,1,5,1,0,0,3,3,0
768,3,1,2,1,1,0,0,2,0,0
769,3,0,2,2,0,1,0,3,2,0
770,3,0,0,2,1,0,0,2,1,0
771,3,0,0,2,1,0,0,2,1,0
772,3,0,0,2,1,0,0,3,0,0
773,2,1,0,3,1,0,0,4,1,0
774,3,0,1,2,1,0,0,3,0,0
775,2,1,0,3,0,0,1,4,2,1
776,3,0,0,2,1,0,0,2,0,0
777,3,0,2,2,1,0,0,3,0,0
778,3,1,0,1,1,0,0,1,1,1
779,3,0,2,2,1,0,0,3,0,0
780,1,1,0,3,0,1,0,3,3,1
781,3,1,1,1,1,0,0,1,0,1
782,1,1,0,3,0,1,0,2,3,1
783,1,0,0,2,1,0,0,2,2,0
784,3,0,0,2,0,0,1,3,2,0
785,3,0,0,2,1,0,0,2,0,0
786,3,0,0,2,1,0,0,2,0,0
787,3,1,0,1,1,0,0,2,0,1
788,3,0,2,0,0,0,1,1,2,0
789,3,0,0,0,0,0,1,0,2,1
790,1,0,1,2,1,0,0,3,3,0
791,3,0,2,2,1,0,0,3,0,0
792,2,0,0,2,1,0,0,1,2,0
793,3,1,0,1,0,0,1,2,3,0
794,1,0,1,2,1,0,0,3,2,0
795,3,0,0,2,1,0,0,2,0,0
796,2,0,0,2,1,0,0,3,1,0
797,1,1,0,5,1,0,0,4,2,1
798,3,1,0,3,1,0,0,2,1,1
799,3,0,1,2,1,0,0,2,0,0
800,3,1,0,3,0,1,0,2,2,0
801,2,0,0,2,1,0,0,3,1,0
802,2,1,0,3,0,1,0,2,2,1
803,1,0,0,0,0,0,1,1,3,1
804,3,0,1,0,0,1,0,0,1,1
805,3,0,0,2,1,0,0,2,0,1
806,3,0,0,2,1,0,0,2,0,0
807,1,0,0,2,1,0,0,3,0,0
808,3,1,0,1,1,0,0,2,0,0
809,2,0,0,2,1,0,0,3,1,0
810,1,1,0,3,0,1,0,3,3,1
811,3,0,0,2,1,0,0,2,0,0
812,3,0,0,2,1,0,0,3,2,0
813,2,0,0,2,1,0,0,3,1,0
814,3,1,0,1,0,0,1,1,2,0
815,3,0,0,2,1,0,0,2,1,0
816,1,0,0,2,1,0,0,3,0,0
817,3,1,0,1,1,0,0,2,1,0
818,2,0,1,2,0,1,0,2,3,0
819,3,0,0,2,1,0,0,3,0,0
820,3,0,0,0,0,0,1,1,2,0
821,1,1,0,3,0,1,0,4,3,1
822,3,0,0,2,1,0,0,2,1,1
823,1,0,0,4,1,0,0,3,0,0
824,3,1,0,3,0,1,0,2,1,1
825,3,0,0,0,0,0,1,1,3,0
826,3,0,2,2,1,0,0,3,0,0
827,3,0,0,2,1,0,0,3,3,0
828,2,0,1,0,0,1,0,0,3,1
829,3,0,2,2,1,0,0,3,0,1
830,1,1,0,3,1,0,0,4,3,1
831,3,1,1,3,0,1,0,1,2,1
832,2,0,0,0,0,1,0,0,2,1
833,3,0,1,2,1,0,0,3,0,0
834,3,0,0,2,1,0,0,2,0,0
835,3,0,0,2,1,0,0,2,1,0
836,1,1,1,1,0,1,0,3,3,1
837,3,0,0,2,1,0,0,2,1,0
838,3,0,0,2,1,0,0,3,1,0
839,3,0,0,2,1,0,0,2,3,1
840,1,0,1,2,1,0,0,3,2,1
841,3,0,0,2,1,0,0,2,1,0
842,2,0,0,2,1,0,0,1,1,0
843,1,1,1,1,1,0,0,2,2,1
844,3,0,1,2,1,0,0,3,0,0
845,3,0,0,2,1,0,0,2,1,0
846,3,0,0,2,1,0,0,3,0,0
847,3,0,0,2,0,0,1,3,3,0
848,3,0,1,2,1,0,0,3,0,0
849,2,0,0,5,0,1,0,2,3,0
850,1,1,1,3,0,1,0,3,3,1
851,3,0,0,0,0,0,1,1,2,0
852,3,0,0,2,1,0,0,5,0,0
853,3,1,1,1,0,1,0,1,2,0
854,1,1,0,1,0,1,0,1,3,1
855,2,1,0,3,0,1,0,3,2,0
856,3,1,0,3,0,1,0,2,1,1
857,1,1,0,3,0,1,0,3,3,1
858,1,0,0,2,1,0,0,4,2,1
859,3,1,1,3,0,0,1,2,2,1
860,3,0,1,2,1,0,0,3,0,0
861,3,0,0,2,0,1,0,3,1,0
862,2,0,0,2,0,1,0,2,1,0
863,1,1,0,3,1,0,0,3,2,1
864,3,1,0,1,0,0,1,2,3,0
865,2,0,0,2,1,0,0,2,1,0
866,2,1,0,3,1,0,0,3,1,1
867,2,1,1,1,0,1,0,2,1,1
868,1,0,0,2,1,0,0,2,3,0
869,3,0,0,2,1,0,0,3,1,0
870,3,0,0,0,0,1,0,1,1,1
871,3,0,0,2,1,0,0,2,0,0
872,1,1,0,3,0,1,0,3,3,1
873,1,0,0,2,1,0,0,3,0,0
874,3,0,0,2,1,0,0,3,1,0
875,2,1,1,3,0,1,0,2,2,1
876,3,1,1,1,1,0,0,1,0,1
877,3,0,0,2,1,0,0,2,1,0
878,3,0,0,2,1,0,0,2,0,0
879,3,0,0,2,1,0,0,3,0,0
880,1,1,1,3,0,1,0,4,3,1
881,2,1,0,3,0,1,0,2,2,1
882,3,0,0,2,1,0,0,3,0,0
883,3,1,0,1,1,0,0,2,1,0
884,2,0,0,2,1,0,0,2,1,0
885,3,0,0,2,1,0,0,2,0,0
886,3,1,2,3,0,0,1,3,2,0
887,2,0,0,5,1,0,0,2,1,0
888,1,1,0,1,1,0,0,2,2,1
889,3,1,0,1,0,0,1,2,2,0
890,1,0,1,2,1,0,0,2,2,1
891,3,0,2,2,1,0,0,2,0,0
