PassengerId,Sex,Age,SibSp,Parch,Fare,Cabin,FamilySize,is_alone,Pclass_1,Pclass_2,Pclass_3,genTitle_Master,genTitle_Miss,genTitle_Mr,genTitle_Mrs,genTitle_Nobility,genTitle_Officer,genTitle_Professionals,normFare,Survived
286,0,33,0,0,8.6625,U,1,1,0,0,1,0,0,1,0,0,0,0,2.268252414,0
287,0,30,0,0,9.5,U,1,1,0,0,1,0,0,1,0,0,0,0,2.351375257,1
288,0,22,0,0,7.8958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.185579255,0
289,0,42,0,0,13,U,1,1,0,1,0,0,0,1,0,0,0,0,2.63905733,1
290,1,22,0,0,7.75,U,1,1,0,0,1,0,1,0,0,0,0,0,2.1690537,1
291,1,26,0,0,78.85,U,1,1,1,0,0,0,1,0,0,0,0,0,4.380149875,1
292,1,19,1,0,91.0792,B,2,0,1,0,0,0,0,0,1,0,0,0,4.522649076,1
293,0,36,0,0,12.875,D,1,1,0,1,0,0,0,1,0,0,0,0,2.63008866,0
294,1,24,0,0,8.85,U,1,1,0,0,1,0,1,0,0,0,0,0,2.287471455,0
295,0,24,0,0,7.8958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.185579255,0
296,0,41.5,0,0,27.7208,U,1,1,1,0,0,0,0,1,0,0,0,0,3.357621599,0
297,0,23.5,0,0,7.2292,U,1,1,0,0,1,0,0,1,0,0,0,0,2.107688805,0
298,1,2,1,2,151.55,C,4,0,1,0,0,0,1,0,0,0,0,0,5.027492411,0
299,0,41.5,0,0,30.5,C,1,1,1,0,0,0,0,1,0,0,0,0,3.449987546,1
300,1,50,0,1,247.5208,B,2,0,1,0,0,0,0,0,1,0,0,0,5.515526544,1
301,1,18,0,0,7.75,U,1,1,0,0,1,0,1,0,0,0,0,0,2.1690537,1
302,0,26,2,0,23.25,U,3,0,0,0,1,0,0,1,0,0,0,0,3.188416617,1
303,0,19,0,0,0,U,1,1,0,0,1,0,0,1,0,0,0,0,0,0
304,1,20,0,0,12.35,E,1,1,0,1,0,0,1,0,0,0,0,0,2.591516385,1
305,0,26,0,0,8.05,U,1,1,0,0,1,0,0,1,0,0,0,0,2.202764758,0
306,0,0.92,1,2,151.55,C,4,0,1,0,0,1,0,0,0,0,0,0,5.027492411,1
307,1,30,0,0,110.8833,U,1,1,1,0,0,0,1,0,0,0,0,0,4.717456364,1
308,1,17,1,0,108.9,C,2,0,1,0,0,0,0,0,1,0,0,0,4.699570861,1
309,0,30,1,0,24,U,2,0,0,1,0,0,0,1,0,0,0,0,3.218875825,0
310,1,30,0,0,56.9292,E,1,1,1,0,0,0,1,0,0,0,0,0,4.059221575,1
311,1,24,0,0,83.1583,C,1,1,1,0,0,0,1,0,0,0,0,0,4.432699549,1
312,1,18,2,2,262.375,B,5,0,1,0,0,0,1,0,0,0,0,0,5.573578872,1
313,1,26,1,1,26,U,3,0,0,1,0,0,0,0,1,0,0,0,3.295836866,0
314,0,28,0,0,7.8958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.185579255,0
315,0,43,1,1,26.25,U,3,0,0,1,0,0,0,1,0,0,0,0,3.305053521,0
316,1,26,0,0,7.8542,U,1,1,0,0,1,0,1,0,0,0,0,0,2.180891923,1
317,1,24,1,0,26,U,2,0,0,1,0,0,0,0,1,0,0,0,3.295836866,1
318,0,54,0,0,14,U,1,1,0,1,0,0,0,0,0,0,0,1,2.708050201,0
319,1,31,0,2,164.8667,C,3,0,1,0,0,0,1,0,0,0,0,0,5.111184454,1
320,1,40,1,1,134.5,E,3,0,1,0,0,0,0,0,1,0,0,0,4.90897164,1
321,0,22,0,0,7.25,U,1,1,0,0,1,0,0,1,0,0,0,0,2.1102132,0
322,0,27,0,0,7.8958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.185579255,0
323,1,30,0,0,12.35,U,1,1,0,1,0,0,1,0,0,0,0,0,2.591516385,1
324,1,22,1,1,29,U,3,0,0,1,0,0,0,0,1,0,0,0,3.401197382,1
325,0,26,8,2,69.55,U,11,0,0,0,1,0,0,1,0,0,0,0,4.256321678,0
326,1,36,0,0,135.6333,C,1,1,1,0,0,0,1,0,0,0,0,0,4.917300695,1
327,0,61,0,0,6.2375,U,1,1,0,0,1,0,0,1,0,0,0,0,1.979275843,0
328,1,36,0,0,13,D,1,1,0,1,0,0,0,0,1,0,0,0,2.63905733,1
329,1,31,1,1,20.525,U,3,0,0,0,1,0,0,0,1,0,0,0,3.06921505,1
330,1,16,0,1,57.9792,B,2,0,1,0,0,0,1,0,0,0,0,0,4.077184839,1
331,1,18,2,0,23.25,U,3,0,0,0,1,0,1,0,0,0,0,0,3.188416617,1
332,0,45.5,0,0,28.5,C,1,1,1,0,0,0,0,1,0,0,0,0,3.384390263,0
333,0,38,0,1,153.4625,C,2,0,1,0,0,0,0,1,0,0,0,0,5.039951348,0
334,0,16,2,0,18,U,3,0,0,0,1,0,0,1,0,0,0,0,2.944438979,0
335,1,45,1,0,133.65,U,2,0,1,0,0,0,0,0,1,0,0,0,4.902678819,1
336,0,26,0,0,7.8958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.185579255,0
337,0,29,1,0,66.6,C,2,0,1,0,0,0,0,1,0,0,0,0,4.213607983,0
338,1,41,0,0,134.5,E,1,1,1,0,0,0,1,0,0,0,0,0,4.90897164,1
339,0,45,0,0,8.05,U,1,1,0,0,1,0,0,1,0,0,0,0,2.202764758,1
340,0,45,0,0,35.5,T,1,1,1,0,0,0,0,1,0,0,0,0,3.597312261,0
341,0,2,1,1,26,F,3,0,0,1,0,1,0,0,0,0,0,0,3.295836866,1
342,1,24,3,2,263,C,6,0,1,0,0,0,1,0,0,0,0,0,5.575949103,1
343,0,28,0,0,13,U,1,1,0,1,0,0,0,1,0,0,0,0,2.63905733,0
344,0,25,0,0,13,U,1,1,0,1,0,0,0,1,0,0,0,0,2.63905733,0
345,0,36,0,0,13,U,1,1,0,1,0,0,0,1,0,0,0,0,2.63905733,0
346,1,24,0,0,13,F,1,1,0,1,0,0,1,0,0,0,0,0,2.63905733,1
347,1,40,0,0,13,U,1,1,0,1,0,0,1,0,0,0,0,0,2.63905733,1
348,1,31,1,0,16.1,U,2,0,0,0,1,0,0,0,1,0,0,0,2.839078464,1
349,0,3,1,1,15.9,U,3,0,0,0,1,1,0,0,0,0,0,0,2.827313622,1
350,0,42,0,0,8.6625,U,1,1,0,0,1,0,0,1,0,0,0,0,2.268252414,0
351,0,23,0,0,9.225,U,1,1,0,0,1,0,0,1,0,0,0,0,2.324835702,0
352,0,41.5,0,0,35,C,1,1,1,0,0,0,0,1,0,0,0,0,3.583518938,0
353,0,15,1,1,7.2292,U,3,0,0,0,1,0,0,1,0,0,0,0,2.107688805,0
354,0,25,1,0,17.8,U,2,0,0,0,1,0,0,1,0,0,0,0,2.93385687,0
355,0,26,0,0,7.225,U,1,1,0,0,1,0,0,1,0,0,0,0,2.107178297,0
356,0,28,0,0,9.5,U,1,1,0,0,1,0,0,1,0,0,0,0,2.351375257,0
357,1,22,0,1,55,E,2,0,1,0,0,0,1,0,0,0,0,0,4.025351691,1
358,1,38,0,0,13,U,1,1,0,1,0,0,1,0,0,0,0,0,2.63905733,0
359,1,18,0,0,7.8792,U,1,1,0,0,1,0,1,0,0,0,0,0,2.183711463,1
360,1,18,0,0,7.8792,U,1,1,0,0,1,0,1,0,0,0,0,0,2.183711463,1
361,0,40,1,4,27.9,U,6,0,0,0,1,0,0,1,0,0,0,0,3.363841595,0
362,0,29,1,0,27.7208,U,2,0,0,1,0,0,0,1,0,0,0,0,3.357621599,0
363,1,45,0,1,14.4542,U,2,0,0,0,1,0,0,0,1,0,0,0,2.737880811,0
364,0,35,0,0,7.05,U,1,1,0,0,1,0,0,1,0,0,0,0,2.085672091,0
365,0,26,1,0,15.5,U,2,0,0,0,1,0,0,1,0,0,0,0,2.803360381,0
366,0,30,0,0,7.25,U,1,1,0,0,1,0,0,1,0,0,0,0,2.1102132,0
367,1,60,1,0,75.25,D,2,0,1,0,0,0,0,0,1,0,0,0,4.334017415,1
368,1,31,0,0,7.2292,U,1,1,0,0,1,0,0,0,1,0,0,0,2.107688805,1
369,1,18,0,0,7.75,U,1,1,0,0,1,0,1,0,0,0,0,0,2.1690537,1
370,1,24,0,0,69.3,B,1,1,1,0,0,0,1,0,0,0,0,0,4.252771799,1
371,0,25,1,0,55.4417,E,2,0,1,0,0,0,0,1,0,0,0,0,4.033208247,1
372,0,18,1,0,6.4958,U,2,0,0,0,1,0,0,1,0,0,0,0,2.014342864,0
373,0,19,0,0,8.05,U,1,1,0,0,1,0,0,1,0,0,0,0,2.202764758,0
374,0,22,0,0,135.6333,U,1,1,1,0,0,0,0,1,0,0,0,0,4.917300695,0
375,1,3,3,1,21.075,U,5,0,0,0,1,0,1,0,0,0,0,0,3.094445746,0
376,1,45,1,0,82.1708,U,2,0,1,0,0,0,0,0,1,0,0,0,4.420896325,1
377,1,22,0,0,7.25,U,1,1,0,0,1,0,1,0,0,0,0,0,2.1102132,1
378,0,27,0,2,211.5,C,3,0,1,0,0,0,0,1,0,0,0,0,5.358941988,0
379,0,20,0,0,4.0125,U,1,1,0,0,1,0,0,1,0,0,0,0,1.611934793,0
380,0,19,0,0,7.775,U,1,1,0,0,1,0,0,1,0,0,0,0,2.171906769,0
381,1,42,0,0,227.525,U,1,1,1,0,0,0,1,0,0,0,0,0,5.431645614,1
382,1,1,0,2,15.7417,U,3,0,0,0,1,0,1,0,0,0,0,0,2.817902613,1
383,0,32,0,0,7.925,U,1,1,0,0,1,0,0,1,0,0,0,0,2.188856328,0
384,1,35,1,0,52,U,2,0,1,0,0,0,0,0,1,0,0,0,3.970291914,1
385,0,26,0,0,7.8958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.185579255,0
386,0,18,0,0,73.5,U,1,1,0,1,0,0,0,1,0,0,0,0,4.310799125,0
387,0,1,5,2,46.9,U,8,0,0,0,1,1,0,0,0,0,0,0,3.869115504,0
388,1,36,0,0,13,U,1,1,0,1,0,0,1,0,0,0,0,0,2.63905733,1
389,0,26,0,0,7.7292,U,1,1,0,0,1,0,0,1,0,0,0,0,2.166673728,0
390,1,17,0,0,12,U,1,1,0,1,0,0,1,0,0,0,0,0,2.564949357,1
391,0,36,1,2,120,B,4,0,1,0,0,0,0,1,0,0,0,0,4.795790546,1
392,0,21,0,0,7.7958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.174274335,1
393,0,28,2,0,7.925,U,3,0,0,0,1,0,0,1,0,0,0,0,2.188856328,0
394,1,23,1,0,113.275,D,2,0,1,0,0,0,1,0,0,0,0,0,4.738607824,1
395,1,24,0,2,16.7,G,3,0,0,0,1,0,0,0,1,0,0,0,2.87356464,1
396,0,22,0,0,7.7958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.174274335,0
397,1,31,0,0,7.8542,U,1,1,0,0,1,0,1,0,0,0,0,0,2.180891923,0
398,0,46,0,0,26,U,1,1,0,1,0,0,0,1,0,0,0,0,3.295836866,0
399,0,23,0,0,10.5,U,1,1,0,1,0,0,0,0,0,0,0,1,2.442347035,0
400,1,28,0,0,12.65,U,1,1,0,1,0,0,0,0,1,0,0,0,2.613739522,1
401,0,39,0,0,7.925,U,1,1,0,0,1,0,0,1,0,0,0,0,2.188856328,1
402,0,26,0,0,8.05,U,1,1,0,0,1,0,0,1,0,0,0,0,2.202764758,0
403,1,21,1,0,9.825,U,2,0,0,0,1,0,1,0,0,0,0,0,2.381858274,0
404,0,28,1,0,15.85,U,2,0,0,0,1,0,0,1,0,0,0,0,2.824350657,0
405,1,20,0,0,8.6625,U,1,1,0,0,1,0,1,0,0,0,0,0,2.268252414,0
406,0,34,1,0,21,U,2,0,0,1,0,0,0,1,0,0,0,0,3.091042453,0
407,0,51,0,0,7.75,U,1,1,0,0,1,0,0,1,0,0,0,0,2.1690537,0
408,0,3,1,1,18.75,U,3,0,0,1,0,1,0,0,0,0,0,0,2.983153491,1
409,0,21,0,0,7.775,U,1,1,0,0,1,0,0,1,0,0,0,0,2.171906769,0
410,1,18,3,1,25.4667,U,5,0,0,0,1,0,1,0,0,0,0,0,3.275887339,0
411,0,26,0,0,7.8958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.185579255,0
412,0,26,0,0,6.8583,U,1,1,0,0,1,0,0,1,0,0,0,0,2.061570298,0
413,1,33,1,0,90,C,2,0,1,0,0,0,1,0,0,0,0,0,4.510859507,1
414,0,30,0,0,0,U,1,1,0,1,0,0,0,1,0,0,0,0,0,0
415,0,44,0,0,7.925,U,1,1,0,0,1,0,0,1,0,0,0,0,2.188856328,1
416,1,31,0,0,8.05,U,1,1,0,0,1,0,0,0,1,0,0,0,2.202764758,0
417,1,34,1,1,32.5,U,3,0,0,1,0,0,0,0,1,0,0,0,3.511545439,1
418,1,18,0,2,13,U,3,0,0,1,0,0,1,0,0,0,0,0,2.63905733,1
419,0,30,0,0,13,U,1,1,0,1,0,0,0,1,0,0,0,0,2.63905733,0
420,1,10,0,2,24.15,U,3,0,0,0,1,0,1,0,0,0,0,0,3.224857897,0
421,0,26,0,0,7.8958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.185579255,0
422,0,21,0,0,7.7333,U,1,1,0,0,1,0,0,1,0,0,0,0,2.167143305,0
423,0,29,0,0,7.875,U,1,1,0,0,1,0,0,1,0,0,0,0,2.183238335,0
424,1,28,1,1,14.4,U,3,0,0,0,1,0,0,0,1,0,0,0,2.734367509,0
425,0,18,1,1,20.2125,U,3,0,0,0,1,0,0,1,0,0,0,0,3.054590631,0
426,0,26,0,0,7.25,U,1,1,0,0,1,0,0,1,0,0,0,0,2.1102132,0
427,1,28,1,0,26,U,2,0,0,1,0,0,0,0,1,0,0,0,3.295836866,1
428,1,19,0,0,26,U,1,1,0,1,0,0,1,0,0,0,0,0,3.295836866,1
429,0,26,0,0,7.75,U,1,1,0,0,1,0,0,1,0,0,0,0,2.1690537,0
430,0,32,0,0,8.05,E,1,1,0,0,1,0,0,1,0,0,0,0,2.202764758,1
431,0,28,0,0,26.55,C,1,1,1,0,0,0,0,1,0,0,0,0,3.316002536,1
432,1,31,1,0,16.1,U,2,0,0,0,1,0,0,0,1,0,0,0,2.839078464,1
433,1,42,1,0,26,U,2,0,0,1,0,0,0,0,1,0,0,0,3.295836866,1
434,0,17,0,0,7.125,U,1,1,0,0,1,0,0,1,0,0,0,0,2.094945728,0
435,0,50,1,0,55.9,E,2,0,1,0,0,0,0,1,0,0,0,0,4.041295341,0
436,1,14,1,2,120,B,4,0,1,0,0,0,1,0,0,0,0,0,4.795790546,1
437,1,21,2,2,34.375,U,5,0,0,0,1,0,1,0,0,0,0,0,3.566005356,0
438,1,24,2,3,18.75,U,6,0,0,1,0,0,0,0,1,0,0,0,2.983153491,1
439,0,64,1,4,263,C,6,0,1,0,0,0,0,1,0,0,0,0,5.575949103,0
440,0,31,0,0,10.5,U,1,1,0,1,0,0,0,1,0,0,0,0,2.442347035,0
441,1,45,1,1,26.25,U,3,0,0,1,0,0,0,0,1,0,0,0,3.305053521,1
442,0,20,0,0,9.5,U,1,1,0,0,1,0,0,1,0,0,0,0,2.351375257,0
443,0,25,1,0,7.775,U,2,0,0,0,1,0,0,1,0,0,0,0,2.171906769,0
444,1,28,0,0,13,U,1,1,0,1,0,0,1,0,0,0,0,0,2.63905733,1
445,0,26,0,0,8.1125,U,1,1,0,0,1,0,0,1,0,0,0,0,2.209647097,1
446,0,4,0,2,81.8583,A,3,0,1,0,0,1,0,0,0,0,0,0,4.41713192,1
447,1,13,0,1,19.5,U,2,0,0,1,0,0,1,0,0,0,0,0,3.020424886,1
448,0,34,0,0,26.55,U,1,1,1,0,0,0,0,1,0,0,0,0,3.316002536,1
449,1,5,2,1,19.2583,U,4,0,0,0,1,0,1,0,0,0,0,0,3.008564586,1
450,0,52,0,0,30.5,C,1,1,1,0,0,0,0,0,0,0,1,0,3.449987546,1
451,0,36,1,2,27.75,U,4,0,0,1,0,0,0,1,0,0,0,0,3.358637767,0
452,0,26,1,0,19.9667,U,2,0,0,0,1,0,0,1,0,0,0,0,3.042935465,0
453,0,30,0,0,27.75,C,1,1,1,0,0,0,0,1,0,0,0,0,3.358637767,0
454,0,49,1,0,89.1042,C,2,0,1,0,0,0,0,1,0,0,0,0,4.500966778,1
455,0,26,0,0,8.05,U,1,1,0,0,1,0,0,1,0,0,0,0,2.202764758,0
456,0,29,0,0,7.8958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.185579255,1
457,0,65,0,0,26.55,E,1,1,1,0,0,0,0,1,0,0,0,0,3.316002536,0
458,1,45,1,0,51.8625,D,2,0,1,0,0,0,0,0,1,0,0,0,3.967694203,1
459,1,50,0,0,10.5,U,1,1,0,1,0,0,1,0,0,0,0,0,2.442347035,1
460,0,26,0,0,7.75,U,1,1,0,0,1,0,0,1,0,0,0,0,2.1690537,0
461,0,48,0,0,26.55,E,1,1,1,0,0,0,0,1,0,0,0,0,3.316002536,1
462,0,34,0,0,8.05,U,1,1,0,0,1,0,0,1,0,0,0,0,2.202764758,0
463,0,47,0,0,38.5,E,1,1,1,0,0,0,0,1,0,0,0,0,3.676300672,0
464,0,48,0,0,13,U,1,1,0,1,0,0,0,1,0,0,0,0,2.63905733,0
465,0,26,0,0,8.05,U,1,1,0,0,1,0,0,1,0,0,0,0,2.202764758,0
466,0,38,0,0,7.05,U,1,1,0,0,1,0,0,1,0,0,0,0,2.085672091,0
467,0,30,0,0,0,U,1,1,0,1,0,0,0,1,0,0,0,0,0,0
468,0,56,0,0,26.55,U,1,1,1,0,0,0,0,1,0,0,0,0,3.316002536,0
469,0,26,0,0,7.725,U,1,1,0,0,1,0,0,1,0,0,0,0,2.166192468,0
470,1,0.75,2,1,19.2583,U,4,0,0,0,1,0,1,0,0,0,0,0,3.008564586,1
471,0,26,0,0,7.25,U,1,1,0,0,1,0,0,1,0,0,0,0,2.1102132,0
472,0,38,0,0,8.6625,U,1,1,0,0,1,0,0,1,0,0,0,0,2.268252414,0
473,1,33,1,2,27.75,U,4,0,0,1,0,0,0,0,1,0,0,0,3.358637767,1
474,1,23,0,0,13.7917,D,1,1,0,1,0,0,0,0,1,0,0,0,2.694066213,1
475,1,22,0,0,9.8375,U,1,1,0,0,1,0,1,0,0,0,0,0,2.383012342,0
476,0,41.5,0,0,52,A,1,1,1,0,0,0,0,1,0,0,0,0,3.970291914,0
477,0,34,1,0,21,U,2,0,0,1,0,0,0,1,0,0,0,0,3.091042453,0
478,0,29,1,0,7.0458,U,2,0,0,0,1,0,0,1,0,0,0,0,2.085150216,0
479,0,22,0,0,7.5208,U,1,1,0,0,1,0,0,1,0,0,0,0,2.142510233,0
480,1,2,0,1,12.2875,U,2,0,0,0,1,0,1,0,0,0,0,0,2.586823744,1
481,0,9,5,2,46.9,U,8,0,0,0,1,1,0,0,0,0,0,0,3.869115504,0
482,0,30,0,0,0,U,1,1,0,1,0,0,0,1,0,0,0,0,0,0
483,0,50,0,0,8.05,U,1,1,0,0,1,0,0,1,0,0,0,0,2.202764758,0
484,1,63,0,0,9.5875,U,1,1,0,0,1,0,0,0,1,0,0,0,2.35967406,1
485,0,25,1,0,91.0792,B,2,0,1,0,0,0,0,1,0,0,0,0,4.522649076,1
486,1,18,3,1,25.4667,U,5,0,0,0,1,0,1,0,0,0,0,0,3.275887339,0
487,1,35,1,0,90,C,2,0,1,0,0,0,0,0,1,0,0,0,4.510859507,1
488,0,58,0,0,29.7,B,1,1,1,0,0,0,0,1,0,0,0,0,3.424262655,0
489,0,30,0,0,8.05,U,1,1,0,0,1,0,0,1,0,0,0,0,2.202764758,0
490,0,9,1,1,15.9,U,3,0,0,0,1,1,0,0,0,0,0,0,2.827313622,1
491,0,26,1,0,19.9667,U,2,0,0,0,1,0,0,1,0,0,0,0,3.042935465,0
492,0,21,0,0,7.25,U,1,1,0,0,1,0,0,1,0,0,0,0,2.1102132,0
493,0,55,0,0,30.5,C,1,1,1,0,0,0,0,1,0,0,0,0,3.449987546,0
494,0,71,0,0,49.5042,U,1,1,1,0,0,0,0,1,0,0,0,0,3.922056501,0
495,0,21,0,0,8.05,U,1,1,0,0,1,0,0,1,0,0,0,0,2.202764758,0
496,0,26,0,0,14.4583,U,1,1,0,0,1,0,0,1,0,0,0,0,2.738146076,0
497,1,54,1,0,78.2667,D,2,0,1,0,0,0,1,0,0,0,0,0,4.372818116,1
498,0,26,0,0,15.1,U,1,1,0,0,1,0,0,1,0,0,0,0,2.778819272,0
499,1,25,1,2,151.55,C,4,0,1,0,0,0,0,0,1,0,0,0,5.027492411,0
500,0,24,0,0,7.7958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.174274335,0
501,0,17,0,0,8.6625,U,1,1,0,0,1,0,0,1,0,0,0,0,2.268252414,0
502,1,21,0,0,7.75,U,1,1,0,0,1,0,1,0,0,0,0,0,2.1690537,0
503,1,18,0,0,7.6292,U,1,1,0,0,1,0,1,0,0,0,0,0,2.155151801,0
504,1,37,0,0,9.5875,U,1,1,0,0,1,0,1,0,0,0,0,0,2.35967406,0
505,1,16,0,0,86.5,B,1,1,1,0,0,0,1,0,0,0,0,0,4.471638793,1
506,0,18,1,0,108.9,C,2,0,1,0,0,0,0,1,0,0,0,0,4.699570861,0
507,1,33,0,2,26,U,3,0,0,1,0,0,0,0,1,0,0,0,3.295836866,1
508,0,41.5,0,0,26.55,U,1,1,1,0,0,0,0,1,0,0,0,0,3.316002536,1
509,0,28,0,0,22.525,U,1,1,0,0,1,0,0,1,0,0,0,0,3.158063685,0
510,0,26,0,0,56.4958,U,1,1,0,0,1,0,0,1,0,0,0,0,4.051711902,1
511,0,29,0,0,7.75,U,1,1,0,0,1,0,0,1,0,0,0,0,2.1690537,1
512,0,26,0,0,8.05,U,1,1,0,0,1,0,0,1,0,0,0,0,2.202764758,0
513,0,36,0,0,26.2875,E,1,1,1,0,0,0,0,1,0,0,0,0,3.306428722,1
514,1,54,1,0,59.4,U,2,0,1,0,0,0,0,0,1,0,0,0,4.100989105,1
515,0,24,0,0,7.4958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.139571924,0
516,0,47,0,0,34.0208,D,1,1,1,0,0,0,0,1,0,0,0,0,3.555942171,0
517,1,34,0,0,10.5,F,1,1,0,1,0,0,0,0,1,0,0,0,2.442347035,1
518,0,26,0,0,24.15,U,1,1,0,0,1,0,0,1,0,0,0,0,3.224857897,0
519,1,36,1,0,26,U,2,0,0,1,0,0,0,0,1,0,0,0,3.295836866,1
520,0,32,0,0,7.8958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.185579255,0
521,1,30,0,0,93.5,B,1,1,1,0,0,0,1,0,0,0,0,0,4.548599834,1
522,0,22,0,0,7.8958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.185579255,0
523,0,26,0,0,7.225,U,1,1,0,0,1,0,0,1,0,0,0,0,2.107178297,0
524,1,44,0,1,57.9792,B,2,0,1,0,0,0,0,0,1,0,0,0,4.077184839,1
525,0,26,0,0,7.2292,U,1,1,0,0,1,0,0,1,0,0,0,0,2.107688805,0
526,0,40.5,0,0,7.75,U,1,1,0,0,1,0,0,1,0,0,0,0,2.1690537,0
527,1,50,0,0,10.5,U,1,1,0,1,0,0,1,0,0,0,0,0,2.442347035,1
528,0,41.5,0,0,221.7792,C,1,1,1,0,0,0,0,1,0,0,0,0,5.406181146,0
529,0,39,0,0,7.925,U,1,1,0,0,1,0,0,1,0,0,0,0,2.188856328,0
530,0,23,2,1,11.5,U,4,0,0,1,0,0,0,1,0,0,0,0,2.525728644,0
531,1,2,1,1,26,U,3,0,0,1,0,0,1,0,0,0,0,0,3.295836866,1
532,0,26,0,0,7.2292,U,1,1,0,0,1,0,0,1,0,0,0,0,2.107688805,0
533,0,17,1,1,7.2292,U,3,0,0,0,1,0,0,1,0,0,0,0,2.107688805,0
534,1,31,0,2,22.3583,U,3,0,0,0,1,0,0,0,1,0,0,0,3.150952381,1
535,1,30,0,0,8.6625,U,1,1,0,0,1,0,1,0,0,0,0,0,2.268252414,0
536,1,7,0,2,26.25,U,3,0,0,1,0,0,1,0,0,0,0,0,3.305053521,1
537,0,45,0,0,26.55,B,1,1,1,0,0,0,0,0,0,0,1,0,3.316002536,0
538,1,30,0,0,106.425,U,1,1,1,0,0,0,1,0,0,0,0,0,4.67679293,1
539,0,26,0,0,14.5,U,1,1,0,0,1,0,0,1,0,0,0,0,2.740840024,0
540,1,22,0,2,49.5,B,3,0,1,0,0,0,1,0,0,0,0,0,3.921973336,1
541,1,36,0,2,71,B,3,0,1,0,0,0,1,0,0,0,0,0,4.276666119,1
542,1,9,4,2,31.275,U,7,0,0,0,1,0,1,0,0,0,0,0,3.474292937,0
543,1,11,4,2,31.275,U,7,0,0,0,1,0,1,0,0,0,0,0,3.474292937,0
544,0,32,1,0,26,U,2,0,0,1,0,0,0,1,0,0,0,0,3.295836866,1
545,0,50,1,0,106.425,C,2,0,1,0,0,0,0,1,0,0,0,0,4.67679293,0
546,0,64,0,0,26,U,1,1,1,0,0,0,0,1,0,0,0,0,3.295836866,0
547,1,19,1,0,26,U,2,0,0,1,0,0,0,0,1,0,0,0,3.295836866,1
548,0,30,0,0,13.8625,U,1,1,0,1,0,0,0,1,0,0,0,0,2.698841262,1
549,0,33,1,1,20.525,U,3,0,0,0,1,0,0,1,0,0,0,0,3.06921505,0
550,0,8,1,1,36.75,U,3,0,0,1,0,1,0,0,0,0,0,0,3.630985476,1
551,0,17,0,2,110.8833,C,3,0,1,0,0,0,0,1,0,0,0,0,4.717456364,1
552,0,27,0,0,26,U,1,1,0,1,0,0,0,1,0,0,0,0,3.295836866,0
553,0,26,0,0,7.8292,U,1,1,0,0,1,0,0,1,0,0,0,0,2.17806441,0
554,0,22,0,0,7.225,U,1,1,0,0,1,0,0,1,0,0,0,0,2.107178297,1
555,1,22,0,0,7.775,U,1,1,0,0,1,0,1,0,0,0,0,0,2.171906769,1
556,0,62,0,0,26.55,U,1,1,1,0,0,0,0,1,0,0,0,0,3.316002536,0
557,1,48,1,0,39.6,A,2,0,1,0,0,0,0,0,0,1,0,0,3.703768067,1
558,0,41.5,0,0,227.525,U,1,1,1,0,0,0,0,1,0,0,0,0,5.431645614,0
559,1,39,1,1,79.65,E,3,0,1,0,0,0,0,0,1,0,0,0,4.390118805,1
560,1,36,1,0,17.4,U,2,0,0,0,1,0,0,0,1,0,0,0,2.912350665,1
561,0,26,0,0,7.75,U,1,1,0,0,1,0,0,1,0,0,0,0,2.1690537,0
562,0,40,0,0,7.8958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.185579255,0
563,0,28,0,0,13.5,U,1,1,0,1,0,0,0,1,0,0,0,0,2.674148649,0
564,0,26,0,0,8.05,U,1,1,0,0,1,0,0,1,0,0,0,0,2.202764758,0
565,1,18,0,0,8.05,U,1,1,0,0,1,0,1,0,0,0,0,0,2.202764758,0
566,0,24,2,0,24.15,U,3,0,0,0,1,0,0,1,0,0,0,0,3.224857897,0
567,0,19,0,0,7.8958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.185579255,0
568,1,29,0,4,21.075,U,5,0,0,0,1,0,0,0,1,0,0,0,3.094445746,0
569,0,26,0,0,7.2292,U,1,1,0,0,1,0,0,1,0,0,0,0,2.107688805,0
570,0,32,0,0,7.8542,U,1,1,0,0,1,0,0,1,0,0,0,0,2.180891923,1
571,0,62,0,0,10.5,U,1,1,0,1,0,0,0,1,0,0,0,0,2.442347035,1
572,1,53,2,0,51.4792,C,3,0,1,0,0,0,0,0,1,0,0,0,3.960416901,1
573,0,36,0,0,26.3875,E,1,1,1,0,0,0,0,1,0,0,0,0,3.310086705,1
